speech_rate,pause_frequency,pitch_variability,label
119.3365080927533,0.10113655691884965,0.5198139519479482,0
115.1686069949775,0.14489808995907677,0.3116451977707349,0
163.41744389003864,0.1787413242230931,0.10173736718004917,0
111.38332798551835,0.17451287222142597,0.3953695132635774,0
130.4664460938529,0.14958838177152445,0.27680815951409815,0
114.00320929223125,0.15285269184126818,0.3069906654458823,0
140.27727066302336,0.14592246024551106,0.3557863029887614,0
158.5611749530233,0.08513942304168633,0.1,1
152.24675897464752,0.15800674484914362,0.30065368477351956,0
197.83746778914568,0.1208187207272675,0.25903061100473046,1
171.73831235578,0.0826328390420281,0.4221834906005519,0
131.37684299686796,0.1685352783557792,0.3727113763338743,0
126.0588999034718,0.11941349817907275,0.13729980772184525,0
204.13375881951004,0.1613876960629418,0.4262625852349048,0
171.25144011466725,0.19238189075347137,0.34495250881602113,1
161.78739214539144,0.1024880639427384,0.14527584025467816,0
151.49703624431237,0.15460606410364858,0.3055753103492773,0
155.47043134950033,0.059478855913481926,0.4034826113855855,0
120.35853449035147,0.22662665453046382,0.1785956127426606,0
153.14078340393536,0.0820466751555609,0.43775773358454173,0
151.4246279491803,0.12425901688013126,0.14873712258724742,0
131.9172231379704,0.21691899518819785,0.22087728233530152,0
139.22947092863043,0.1382738536959507,0.2057129164610308,2
180.30352786887113,0.09013011568498498,0.43769337315886614,2
147.49650159410274,0.18565366161432675,0.2508983863450803,0
191.42342605066221,0.18452662310755924,0.1837182997339002,0
115.18641127025234,0.11834068303173832,0.3445210878914062,2
139.55739627548505,0.12375367396098004,0.36611809905927184,0
119.05442897506163,0.12822955146909568,0.36675360947941316,0
125.81155092216332,0.13964880196569843,0.27286608347739905,2
133.43588588681405,0.05535144615390966,0.32545343010369476,0
156.3061925354118,0.14092880694409501,0.23497669137707142,2
155.33652342160775,0.23919570990915742,0.46748016779357304,0
136.41419360744788,0.10520150163816477,0.41442051586579315,0
105.44400885326837,0.1208253203265118,0.40829568290406754,0
179.55385746064306,0.0908191168401802,0.37941159345735453,0
144.2847056792729,0.18060809631976768,0.35197333059950014,0
127.67419659397721,0.21015986790711882,0.1755637515850212,0
155.49861562140174,0.20901589195888126,0.3633301236255648,0
154.08890341046347,0.08759947055531699,0.311426523006332,0
143.5464707000007,0.174989586524848,0.4263364084950919,0
152.9706203128301,0.22168750171071178,0.3807419182382428,1
126.89940319183964,0.17548315538550616,0.35503804701530217,0
165.19825686352968,0.17392048416718883,0.13157752024698438,1
130.06265810486258,0.12641787106824207,0.2910999463391529,1
137.88860689393135,0.1610054911896832,0.24421077400963437,0
162.9760363230315,0.21181590898532027,0.3252365924183073,0
174.0791793002047,0.1664104484214382,0.2584451728557356,2
181.71549136092676,0.08758626219851368,0.2724054223906694,1
171.11596476933144,0.12719791628570143,0.34590339049067037,0
143.51855632396436,0.21046397694444968,0.25678618864312236,0
119.17933861799074,0.16623716601755475,0.31215915395740124,0
178.10111171205787,0.1559531039121538,0.14805881091256934,0
177.4139197780995,0.12229922333766499,0.2167598523239941,0
136.5604769329301,0.20942995902672173,0.365604356720296,0
168.4237807564912,0.23312062989111285,0.17698078833035252,2
