head_tilt,shoulder_alignment,spine_angle,label
-4.778417869073215,8.094744800341326,63.4274421146786,1
-15.266786027658155,-3.671064754634917,95.6857117446031,0
1.1649669569269105,3.5013084542184836,80.27988022225233,0
-1.9322220435854975,2.6643743692752997,76.86553258311342,0
-9.157952120486291,-14.680946736856958,110.01627912857593,0
17.85259808828847,-0.525179079277009,86.1749253346593,0
-2.4541148304684084,-13.941886574198021,84.72682108000048,0
2.8655294407962013,2.8102817476338564,95.15363827678327,0
-6.3863316484546235,-5.842572271817354,60.0,0
-4.143480207373002,9.493356614795179,110.32298909825504,0
3.2441347084853596,-1.4461447990236937,118.56645471171203,0
-3.322510498068877,-6.160450417633883,103.72670167533349,2
0.0330335688826794,9.598870929559334,96.17984610857096,2
8.068246153534645,-6.975121317666824,86.75136859287801,1
-5.180261795188525,7.157560490781119,73.87181521826727,0
-13.321611832378865,3.7402293921450642,107.91095723599146,1
-15.262642896784136,-2.923452980796837,103.74512434903306,1
14.384390363868631,-10.687822444109138,96.75174382376078,0
9.311467005755695,9.933300334538743,95.00443334172513,0
6.557996671877393,4.003712458874878,94.5088862079796,0
-4.360528058720126,-6.175584166081354,82.11094920316008,0
-13.33080010987834,1.956845476756722,120.0,1
-2.8230161349614757,8.049295189859887,85.71564689216521,2
-0.9335437128604556,0.8961503535750979,83.59943709782341,0
-11.315516667472789,1.907190661224775,106.80909468067725,0
-14.6965631304862,8.256029950432223,89.56191341363478,0
-17.303126064039326,12.298102194425411,89.7150822712074,0
6.573931875438443,-0.9567933996944058,111.21854058119706,0
-12.053583152030143,-10.699542922627275,100.17922868325564,0
3.094103207159382,-10.420610508608368,100.9412782016144,0
-3.9779985340724835,-5.527942502719131,68.73434258710923,1
5.896379087761363,-7.479132211351872,96.0081026791357,1
3.3582451196901704,-13.459751168805475,74.91588096607684,2
-2.319374178912862,14.782600025052389,83.17508989882617,1
1.3045342520921723,4.224794098210667,92.63461904344229,0
-1.1033610837671275,-4.19038077467993,89.45685296886623,1
-6.153471506330717,-0.2601347391358295,99.81327459043158,0
9.80082785457863,-14.291192700027535,101.56049477762414,0
-4.230737532419983,9.258575183269937,102.68450758923933,0
-0.8685014625147987,-15.596883132349722,69.83698585289758,0
-14.151250996575062,4.080222253154107,120.0,0
2.7404460384481286,-14.707377237986403,89.63131696836192,0
-6.105815971454611,-3.3120647609540805,108.19400030500815,0
-4.768486591579023,9.941510978167134,60.0,0
-8.395608608844418,-13.071616733134153,86.02006800354442,1
-1.2399644788834858,-1.1896712017491178,68.08976853493586,0
-20.064726150369935,5.0221654058174945,77.07951945061473,0
6.8235701291325945,3.7133560027550816,90.75833627375725,1
-0.3866477467922823,0.5614879982269022,84.9787584221871,0
-4.672856012022072,3.966108098705586,109.71025510696626,1
-15.482306657909177,-4.886591644834311,116.53487995460027,1
4.330666864799703,15.462366842663979,75.49748680901952,2
-6.343275602950759,-12.884942823134683,82.6835225194821,0
13.060868702483145,9.296565954630196,74.53367642651872,0
4.863189623297822,1.5159562942681297,107.33850269126184,1
