text_sentiment,voice_emotion,facial_emotion,label
0.4029963653947444,0.29871749938822456,0.2891181904508163,0
0.5679770619503762,0.6736608630854879,0.1780923846041953,1
0.5508090565909556,0.6381086261817659,0.8766408736661803,1
0.23191616367916867,0.4390268043552868,0.36326635921131634,0
0.15106499517535887,0.8620090207328901,0.7825335606518334,0
0.5011173241734697,0.18818073578369432,0.45572581803062856,1
0.4092487764776982,0.48406173980422196,0.2738391590895112,1
0.48211262815133293,0.4021919670118991,0.6018136779858005,2
0.7130831260406465,0.6921186300541706,0.42178862861341415,1
0.5449888301074045,0.5707131728750336,0.4585797788673505,1
0.6517045081529461,0.1545409642667015,0.5289811868679536,0
0.5890656324351156,0.7478958887492906,0.3375574328502622,2
0.43673316135203366,0.5970923445849136,0.17577272917592812,0
0.29963936656138723,0.29290162760741384,0.48974607705313244,1
0.5529435736226936,0.4300641790427215,0.6927835405267672,3
0.5167785238692183,0.24002301700558354,0.31968174821764894,2
0.6830312675009494,0.465832394876704,0.5307924532531271,1
0.4698199860555014,0.5300235934719646,0.8011014297098393,1
0.4405316909768955,0.4330705682732103,0.48204702254523046,3
0.45410012324368004,0.4099071000254292,0.5172188743591718,2
0.31625467299891086,0.17745192618976424,0.5110424707200772,1
0.7893819889640916,0.5674482923006416,0.363531114821388,1
0.7279257509231523,0.11510908062740943,0.3013290963133248,0
0.25739403420839063,0.5062159036474524,0.3021475261357851,1
0.6607896283945099,0.14016883519350776,0.5736366394014547,0
0.13099898721352687,0.5101009780972573,0.6515744723865489,1
0.6970578466222045,0.49877619908245024,0.6610164476875704,1
0.36072990977846486,0.5806689935357081,0.4242914292489075,0
0.5719801115356503,0.6724571433603186,0.7186617081861293,0
0.11409806209166562,0.7095176844501876,0.5614727639020853,0
0.2602591536644099,0.17799148012481397,0.5141484443582038,0
0.5937405934498818,0.48835878937338395,0.0,1
0.35981836332344397,0.9021881769120108,0.3365180776787233,3
0.33200742592556026,0.5238201136995414,0.19578041955254483,1
0.7791723394904195,0.3337303719397373,0.625414701412822,0
0.942191842254575,0.4840597747121328,0.5190066663860066,0
0.6874027873638966,0.42326681193718774,0.2856027227229782,1
0.28162388565298724,0.26470836857356916,0.5608725116935324,1
0.8527038665635399,0.6738208376414017,0.2153015267587305,1
0.18771354807032353,0.6168705116550725,0.2912473803464831,0
0.4391017091849348,0.2330981855775744,0.35795573382701196,0
0.5109555533974747,0.4813450832366196,0.608027264368973,0
0.8848075687677497,0.3867072701635754,0.7798883358407807,1
0.6825318275103451,0.17968149709500658,0.38279831033121303,2
0.40724846104009604,0.21703610850480293,0.7644917283216555,2
0.31100874584405,0.2468080352399336,0.509480710122292,1
0.7004385307606509,0.4883140493114406,0.5472276321850447,2
0.3933282085559289,0.4084093999593287,0.4872390884545112,3
0.543348017572995,0.30816240758081737,0.46053724932278695,1
0.22604470214817685,0.4216233940758098,0.587860007347785,1
0.6138515710448401,0.6495069943690954,0.6480642372364089,3
0.5977390291494957,0.5713392194544111,0.32307773927282935,0
0.25167598766836563,0.7003737615243806,0.46213990608609873,0
0.706324622574328,0.4543374270561502,0.833855019444653,3
0.6109491616485563,0.8205114381363288,0.5354377308637046,1
0.6480048505560195,0.5696159767396984,0.5573387708858297,2
0.42426426144997387,0.40221651533172187,0.7334537077934854,2
0.5357912822572884,0.5185903619380738,0.39975110014306764,0
0.512675773773065,0.25038480948203656,0.49320787561974966,1
0.4703659190491539,0.4387629727504461,0.663368979319716,1
0.5341006556331691,0.5859948460453216,0.7477804462556684,0
0.7512885947592765,0.6223339016197179,0.026971341298917262,0
0.7149901277407853,0.41796755543376063,0.3526662418209253,1
0.26362786450622866,1.0,0.30032693873014504,0
0.697080363381388,0.46555845136894225,0.4752349793215904,0
0.7382286745496072,0.16432119157136932,0.3154654446813064,0
0.46976446532952676,0.7426534384016996,0.6328210999019818,1
0.6016894207595553,0.6214254607699354,0.5344820682097803,2
0.5988003334606036,0.5463377641910501,0.677838033870833,1
0.3300066766651397,0.4070158217816444,0.6906015914747137,1
0.4236087424943344,0.5786693032052883,0.6358172036831697,3
0.6501620477703214,0.8238032491995262,0.4328418897779951,0
0.40083555263370974,0.5403265874680292,0.5208555077513246,0
0.6950999118524616,0.2059932826378148,0.4078252189360396,0
0.7609944881699523,0.0,0.2270529372060418,0
0.7287343683960942,0.5769119121276771,0.6907575694175431,0
0.8959609206338914,0.30281729174797845,0.48318707454614057,0
0.4818535435417775,0.4800574565208392,0.19947760717507745,0
0.5354402147938125,0.3381844753973201,0.6073899142175202,1
0.5641326095525281,0.3238182031606804,0.4552102164754504,0
0.4879204150018523,0.34694517334274655,0.08803920547582417,1
0.608435794820329,0.3650249280166868,0.2252541455070643,1
0.1577591941976022,0.655247197696567,0.35987776826778073,0
0.5409810777385038,0.6147287586273169,0.5421024116887772,2
0.22451267002342085,0.2584022354377653,0.6576039970101122,1
0.30747534447848435,0.2856530547265983,0.6507537861395113,0
0.6465779622059827,0.5758243808938746,0.6205725909860605,0
0.460176752310196,0.7105004730871043,0.49312752566160417,2
0.6395228949431613,0.7074282719828251,0.8444464621196435,1
0.455844679279774,0.29941823184395366,0.6399742487999772,1
0.7212812632782312,0.697862286380045,0.544421073848458,0
0.4521838588757393,0.14474607313623,0.613317621146072,1
0.10901630208737534,0.4594231165979922,0.4201929993688794,1
0.5450785164022541,0.5974052885217306,0.48855127979300916,2
0.0662280308594898,0.08423899739166973,0.08360919208968765,1
0.2094558194935185,0.9185713848170924,0.42265046750447954,0
0.323410694200286,0.7653390365953232,0.8519776031533548,0
0.29845810444596255,0.6294007944721178,0.5296750554574192,0
0.39098983911674295,0.30699435848701573,0.5213479554723224,1
0.2915864352937788,0.48637927508457346,0.6997208190298562,0
0.21880946728286543,0.6580840339526044,0.5715650831244754,1
0.8083671489681548,0.2754676866000372,0.34270323914868106,1
0.3643710907216208,0.46390515375239655,0.5047315024380647,0
0.053846469370520456,0.6820767699621965,0.27295617506429704,1
0.42781632539814857,0.20108099964539,0.5367224341240567,1
0.27505378839448924,0.566484942204091,0.3324500095192118,1
0.32300647454143727,0.14904607407576392,0.6856589224067487,2
0.642068496270497,0.3112306488842693,0.3979518756457343,1
0.4103684762429564,0.3990814788647811,0.33505921817309103,0
0.269480679756423,0.6027111225437557,0.47743360233770427,2
0.5892507019914489,0.35984217949875924,0.5730783638259427,1
0.7299881661218172,0.5251096782658302,0.2585336006320317,2
0.607374432527969,0.3625543724383534,0.39574668053528267,1
0.009288885669914926,0.39387664557696955,0.5210324611386806,0
0.2770020995205972,0.7501323015572299,0.7676737099073054,0
0.509489706127241,0.2699543643515523,0.0,1
0.45114011894719697,0.651830794789437,0.6230326407366475,0
0.4345449692121607,0.4997872229050036,0.4232868871187785,2
0.3034486614318332,0.3848892622184019,0.4010779306208664,0
0.21888318338451201,0.25649543351797643,0.36377460797284833,1
0.9015563435626041,0.27075273858018173,0.4272208832731488,1
0.5054221906277824,0.35227099504841064,0.6241634401823989,1
0.6284243577734836,0.4699891185557716,0.392642705768945,1
0.5012502347167618,0.6207019272312803,0.8317184031627245,1
0.5092697397275979,0.4399521480155275,0.6247733568584809,0
0.4875793200381425,0.45333782962355623,0.5395944250305741,0
0.2759108281851136,0.483201955335539,0.4667887764366753,2
0.19710210839315045,0.5953555382877458,0.7379708407656205,2
0.5772450747489973,0.6289605638393021,0.767203937351663,0
0.5375684814542333,0.2226069048856304,0.2677235705491511,0
0.6876561796919415,0.44358505805133763,0.35962037892018195,0
0.6470721653284053,0.7454808034695843,0.6269260412784055,3
0.33829756145006584,0.2367760092560091,0.6873361888888045,0
0.7265182617843744,0.5148625780897917,0.4399318903381463,0
0.6530054390309035,0.46583119924064387,0.35151102805749934,0
0.638168313971467,0.3866648820126777,0.5157225251933089,1
0.9498653583957617,0.8181565302086716,0.7953386861491969,2
0.9087917525016376,0.5073671617735749,0.5082068520104285,0
0.6379827533109772,0.8022290143888628,0.24721184603497376,0
0.613039441167506,0.501125441048882,0.5219166455154841,1
0.7163310363539361,0.5920511778635463,0.6565496142459708,0
0.38320924606592577,0.3845556982146039,0.47972453773004836,0
0.38603414848178996,0.3867812649404493,0.7516333624967821,2
0.6346842814183826,0.5818695060497721,0.6731698071034972,2
0.3287047821744855,0.5855394915267182,0.487648215260729,3
0.618553897104651,0.6195974133183709,0.5086288039280923,1
0.531366433307238,0.5753356573909151,0.13164805896335524,0
0.3287619790815762,0.23271581459918306,0.7420453449824326,2
0.5051733020576599,0.3387262646575169,0.4340965302659378,0
0.7610163184276832,0.669988577229739,0.4200086521447302,0
0.5164740901307675,0.10830692691933247,0.3900292786945166,0
0.5173095295235954,0.5585214483011207,0.5913395124980192,3
0.5657970557809192,0.47762398018616375,0.2742613998474681,1
0.5918377045783217,0.669916373494472,0.3031654436574912,0
0.4338319067837614,0.583324237214151,0.48949497966012934,0
0.5700522095934095,0.3672039440583076,0.3746973336830264,2
0.2901859280818534,0.3581299923396673,0.5670467146746163,2
0.34018578863322235,0.3954433054006162,0.38202214412676344,1
0.3657701783848754,0.6160126094741256,0.8190072528751173,0
0.5939525379268217,0.03955726408895105,0.6386915013568809,1
0.5320465655112554,0.5314758888714123,0.6361772424757897,1
0.47312808455120936,0.32339308255452653,0.3790076492357384,3
0.6381539979170574,0.5381670595614514,0.9811359348878896,0
0.5757724165484672,0.5688995573006738,0.4121977971451344,1
0.4420046440034256,0.16753468341426253,0.3572379445419767,0
0.2929538314360376,0.45462671459987375,0.6413485193910696,1
0.33605823975464943,0.5311140713600493,0.5390456265880662,0
0.20663810692142165,0.5175900190550295,0.3363231381517644,2
0.5281139100301652,0.47555980937680703,0.9391694324177162,0
0.3275722435092656,0.25582249603719764,0.6951198996385676,1
0.4009354036032259,0.28627439387069165,0.5008010602535878,1
0.4744818638742272,0.22439053544922993,0.9802220262166523,2
0.7087990382661371,0.6108091141679507,0.6621560288576506,2
0.685758119663364,0.4768858316386797,0.49761980604142136,0
0.4890583057492051,0.4896493521414574,0.9562875290353855,0
0.7531006978800598,0.15890131123102114,0.6317969466948413,1
0.09753029813582781,0.4932794405477589,0.6230490524640739,1
0.8754441099533026,0.6267274143965366,0.42273047456789953,0
0.638499942860917,0.13163208508514412,0.5098826971399294,2
0.5205606570039859,0.39291874825100587,0.417861400827157,0
0.3217280638495874,0.18593017369103887,0.7879471492082906,3
0.41238652677390714,0.41594358505402257,0.17811717131650734,0
0.6218701791156083,0.3198016204858154,0.7731740866129697,0
0.6264158767062827,0.5761817667283206,0.3245314942604113,0
